noeea,name,x_icold,y_icold,score,x_prop,y_prop,x_val,y_val,area,cap_total,ic_city,country,lake_name,river_id,river_name,year_opp,year_dead,comments,valid,ic_continent,is_main,noeea_m,is_icold,alias,ic_year,ic_state,ic_high,ic_high_guessed,ic_length,ic_length_guessed,ic_vol,ic_purpose,ic_owner,ic_note,ic_particular,ic_international,ic_sealing,ic_foundation,ic_capacity,ic_area,ic_spill,ic_type_spill,ic_engineer,ic_contractor,ic_p_mw,ic_e_whpyear,ic_irrigation,ic_floodstock,ic_settlement,
"DCZ0114","VYROVICE","-32768","-32768","0","-32768","-32768","0","0","560","3573","Znojmo","CZ","","9783","","-32768","-32768","","","","t","","t","","1984","South Moravia","17","f","220","f","91","CIRH","Statni melioracni sprava Brno","","","","ie","R/S","3573","560","99","L","Hydroprojekt Praha zavod Brno","Ingstav Brno","","","","","",
"DCZ0115","ZASKALSKA","-32768","-32768","0","-32768","-32768","0","0","130","670","Horovice","CZ","","8811","","-32768","-32768","","","","t","","t","","1959","Central Bohemia","16","f","165","f","78","S","Povodi Vltavy, a.s.","","","","ie","R/S","670","130","27","L","Hydroprojekt Praha","Armabeton Praha","","","","","",
"DCZ0116","ZERMANICE","-32768","-32768","0","-32768","-32768","0","0","2210","27200","Frydek-Mistek","CZ","","10232","","-32768","-32768","","","","t","","t","","1958","North Moravia","27","f","617","f","107","SC","Povodi Odry, a.s.","","","","","R","27200","2210","205","V","Hydroprojekt Praha zavod Brno","Ingstav Brno","","","","","",
"DCZ0117","ZLUTICE","-32768","-32768","0","-32768","-32768","0","0","1500","12800","Karlovy Vary","CZ","","11421","","-32768","-32768","","","","t","","t","","1968","West Bohemia","27","f","235","f","202","S","Povodi Vltavy, a.s.","","","","ie","S/R","12800","1500","106","L","Hydroprpjekt Praha","Vodni stavby","","","","","",
"DCZ0118","ZNOJMO","-32768","-32768","0","-32768","-32768","0","0","490","3550","Znojmo","CZ","","9151","","-32768","-32768","","","","t","","t","","1965","South Moravia","20","f","121","f","39","SIH","Povodi Moravy, a.s.","","",""," ie","S/R","3550","490","345","V","Hydroprojekt Praha zavod Brno","Ingstav Brno","","","","","",
"DDE0001","EINSIEDEL","-32768","-32768","0","-32768","-32768","0","0","40","300","Chemnitz","DE","","11396","","-32768","-32768","","","","t","","t","","1894","Sachsen","28","f","180","f","24","S","Landestalsperrenverwaltung Sachsen","","U",""," -","R","300","40","21","L","Stadtbauamt Chemnitz","Liebold u. Co.","","","","","",
"DDE0002","NEUSTADT","-32768","-32768","0","-32768","-32768","0","0","140","1240","Nordhausen","DE","","9992","","-32768","-32768","","","","t","","t","","1905","Thüringen","33","f","135","f","32","S","Thüringer Fernwasserversorgung","","H",""," -","R","1240","140","33","L","Ziviling. W. Pfeiffer, Halle/S.","Kattentidt, Hameln","","","","","",
"DDE0003","TAMBACH - DIETHARZ","-32768","-32768","0","-32768","-32768","0","0","110","780","Gotha","DE","","8211","","-32768","-32768","","","","t","","t","","1906","Thüringen","27","f","117","f","31","S","Thüringer Fernwasserversorgung","","R",""," -","R","780","110","48.6","L","Abt. Wasserwirtschaft Stadt Gotha","Windschild u. Langelott, Dresden","","","","","",
"DDE0004","NEUNZEHNHAIN I","-32768","-32768","0","-32768","-32768","0","0","90","540","Marienberg","DE","","10081","","-32768","-32768","","","","t","","t","","1908","Sachsen","25","f","150","f","20","SH","Landestalsperrenverwaltung Sachsen","","U",""," -","R","540","90","60","L","Stadtbauamt Chemnitz","Baumgartner","","","","","",
"DDE0005","WERDA","-32768","-32768","0","-32768","-32768","0","0","470","5000","Auerbach","DE","","9413","","-32768","-32768","","","","t","","t","","1909","Sachsen","44","f","311","f","140","SH","Landestalsperrenverwaltung Sachsen","","H",""," -","R","5000","470","35","L","Stadtbauamt Plauen","Liebold u. Co.","","","","","",
"DDE0006","MALTER","-32768","-32768","0","-32768","-32768","0","0","840","16380","Dippoldiswalde","DE","","11061","","-32768","-32768","","","","t","","t","","1913","Sachsen","36","f","193","f","75","CRSH","Landestalsperrenverwaltung Sachsen","","U",""," -","R","16380","840","156","L/V","Wasserbaudirektion Sachsen","Dyckerhoff u. Widmann AG","","","","","",
"DDE0007","KLINGENBERG","-32768","-32768","0","-32768","-32768","0","0","1160","16380","Dippoldswalde","DE","","11937","","-32768","-32768","","","","t","","t","","1914","Sachsen","40","f","310","f","118","SCH","Landestalsperrenverwaltung Sachsen","","U",""," -","R","16380","1160","104","L","Staatliches Talsperrenbauamt Sachsen","Sächsische Tiefbaugesellschaft","","","","","",
"DDE0008","NEUNZEHNHAIN II","-32768","-32768","0","-32768","-32768","0","0","290","2930","Marienberg","DE","","10081","","-32768","-32768","","","","t","","t","","1914","Sachsen","39","f","280","f","52","SH","Landestalsperrenverwaltung Sachsen","","U",""," -","R","2930","290","65","L","Stadtbauamt Chemnitz","Stadtbauamt Chemnitz","","","","","",
"DDE0009","MULDENBERG","-32768","-32768","0","-32768","-32768","0","0","920","5800","Klingenthal","DE","","11062","","-32768","-32768","","","","t","","t","","1925","Sachsen","25","f","525","f","76","SC","Landestalsperrenverwaltung Sachsen","","U",""," -","R","5800","920","19","L","Wasserbaudirektion Sachsen","Phillip Holzmann AG","","","","","",
"DDE0010","CARLSFELD","-32768","-32768","0","-32768","-32768","0","0","470","3040","Aue","DE","","11938","","-32768","-32768","","","","t","","t","","1930","Sachsen","32","f","206","f","29","SC","Landestalsperrenverwaltung Sachsen","","U",""," -","R","3040","470","12","L","Wasserbaudirektion Sachsen","Steyer, Leipzig","","","","","",
"DDE0011","KRIEBSTEIN","-32768","-32768","0","-32768","-32768","0","0","1320","11660","Hainichen","DE","","12018","","-32768","-32768","","","","t","","t","","1930","Sachsen","28","f","230","f","82","CHR","Karl GmbH","","U",""," -","R","11660","1320","975","V","Staatl. Talsperrenbauamt Kriebstein","Wayss u. Freytag KG","","","","","",
"DDE0012","NIEDERWARTHA/OBERBECKEN","-32768","-32768","0","-32768","-32768","0","0","300","2840","Dresden","DE","","11294","","-32768","-32768","","","","t","","t","","1930","Sachsen","42","f","800","f","550","H","Vattenfall Europe Generation AG & Co. KG","","U","","h","S","2840","300","4.3","V","AG Energieversorgung Gross-Dresden","Arge DYWIDAG/Philipp Holzmann","","","","","",
"DDE0013","KOBERBACH","-32768","-32768","0","-32768","-32768","0","0","430","2700","Werdau","DE","","9943","","-32768","-32768","","","","t","","t","","1929","Sachsen","25","f","328","f","220","SCR","Landestalsperrenverwaltung Sachsen","","U","","ie","S","2700","430","36","L","Staatl. Talsperrenbauamt Chrimmitschau","Berndt u. Söhne / Büchner","","","","","",
"DDE0014","LEHNMÜHLE","-32768","-32768","0","-32768","-32768","0","0","1350","21860","Dippoldiswalde","DE","","11937","","-32768","-32768","","","","t","","t","","1931","Sachsen","51","f","520","f","170","SCH","Landestalsperrenverwaltung Sachsen","","U",""," -","R","21860","1350","113","L","Staatl. Talsperrenbauamt Kriebstein","DYWIDAG/Tiefbaugesellschaft Dresden","","","","","",
"DDE0015","BLEILOCH","11.7","50.52","0","-32768","-32768","0","0","9200","215000","Schleiz","DE","","11111","","-32768","-32768","","","","t","","t","","1932","Thüringen","65","f","208","f","182","CHR","Vattenfall Europe Generation AG & Co. KG","approx.number of people, flood storage: max. volume in winter","U",""," -","R","215000","9200","546","V","AG Obere Saale","ARGE Holzmann/Siemens Bauunion/Grün u. Bilfinger","","","","","",
"DDE0016","BURGKHAMMER","-32768","-32768","0","-32768","-32768","0","0","778","5640","Schleiz","DE","","11111","","-32768","-32768","","","","t","","t","","1932","Thüringen","22","f","130","f","21","H","Vattenfall Europe Generation AG & Co. KG","approx.number of people, combination of dam and masonry dam","U",""," -","R","5640","778","430","L/V","AG Obere Saale","Süddeutsche Baugesellschaft Gebrüder Eras","","","","","",
"DDE0017","SAIDENBACH","-32768","-32768","0","-32768","-32768","0","0","1460","22360","Marienberg","DE","","11126","","-32768","-32768","","","","t","","t","","1933","Sachsen","59","f","334","f","203","SH","Landestalsperrenverwaltung Sachsen","","U",""," -","R","22360","1460","85","L","Stadtbauamt Chemnitz","Beton- u. Monierbau  / Wolle / Steyer","","","","","",
"DDE0018","WISENTA","-32768","-32768","0","-32768","-32768","0","0","279","1040","Schleiz","DE","","11945","","-32768","-32768","","","","t","","t","","1934","Thüringen","16","f","147","f","10.3","H","Vattenfall Europe Generation AG & Co. KG","","U",""," -","R","1040","279","108","L/V","Carl Zeiss, Jena","Dyckerhoff u. Widmann AG","","","","","",
"DDE0019","AUMA","-32768","-32768","0","-32768","-32768","0","0","130","740","Zeulenroda","DE","","8318","","-32768","-32768","","","","t","","t","","1936","Thüringen","16","f","251","f","66","S","Thüringer Fernwasserversorgung","","U","","ic","S","740","130","105","L","Gemeinnützige Wassergenossenschaft Aumatalsperre","Wiemer u. Trachte, Dortmund; Voith Heidenheim, Reichsarbeitsdienst","","","","","",
"DDE0020","ZILLIERBACH","-32768","-32768","0","-32768","-32768","0","0","230","2630","Wernigerode","DE","","12014","","-32768","-32768","","","","t","","t","","1936","Sachsen - Anhalt","47","f","186","f","54","SC","Land Sachsen - Anhalt","","U",""," -","R","2630","230","41","L/V","Prov. Talsperrenbauamt Wernigerode","Baresel AG,  Stuttgart","","","","","",
"DDE0021","LÜTSCHE","-32768","-32768","0","-32768","-32768","0","0","140","1150","Arnstadt","DE","","10247","","-32768","-32768","","","","t","","t","","1938","Thüringen","32","f","184.6","f","35","SRH","Thüringer Fernwasserversorgung","flood storage: max. volume in winter","U",""," -","R","1150","140","8.7","L","Reichsbahndirektion Erfurt","Siemens Bauunion, Berlin","","","","","",
"DDE0022","PIRK","-32768","-32768","0","-32768","-32768","0","0","1520","9960","Plauen i. V.","DE","","11920","","-32768","-32768","","","","t","","t","","1938","Sachsen","24","f","250","f","50","SCHR","Landestalsperrenverwaltung Sachsen","","U",""," -","R","9960","1520","327","V","Weisse-Elster-Verband Gera","Modes, Zwickau","","","","","",
"DDE0023","WALSBURG","-32768","-32768","0","-32768","-32768","0","0","520","2540","Schleiz","DE","","11111","","-32768","-32768","","","","t","","t","","1939","Thüringen","15","f","116","f","16","H","Vattenfall Europe Generation AG & Co. KG","","U",""," -","R","2540","520","444","V","Hydrobüro Karl Zeiss Stiftung Jena","Dyckerhoff u. Widmann AG","","","","","",
"DDE0024","HOHENWARTE","11.49","50.61","0","-32768","-32768","0","0","7300","182000","Saalfeld","DE","","11111","","-32768","-32768","","","","t","","t","","1941","Thüringen","75","f","412","f","510","CHR","Vattenfall Europe Generation AG & Co. KG","flood storage: max. volume in winter","U",""," -","R","182000","7300","490","V","Saaletalsperren AG Weimar","ARGE Saaletalsperre, Beton- und Monierbau AG, PolenskyZöllner, Allgemeine Baugesellschaft Lenz & Co","","","","","",
"DDE0025","SCHEIBE - ALSBACH","-32768","-32768","0","-32768","-32768","0","0","250","2100","Neuhaus","DE","","11199","","-32768","-32768","","","","t","","t","","1944","Thüringen","27","f","100","f","100","S","Thüringer Fernwasserversorgung","flood storage: max. volume in winter","U","","h","S","2100","250","9","L","Ing. Büro Rothe u. Reinicke, Wutha","Schneider u. Co., Riesa","","","","","",
"DDE0026","EICHICHT","-32768","-32768","0","-32768","-32768","0","0","707","5210","Saalfeld","DE","","11111","","-32768","-32768","","","","t","","t","","1945","Thüringen","20","f","215","f","39","H","Vattenfall Europe Generation AG & Co. KG","approx.number of people","U",""," -","R","5210","707","397","V","Saaletalsperren AG Weimar","Philipp Holzmann AG","","","","","",
"DDE0027","SOSA","-32768","-32768","0","-32768","-32768","0","0","390","5940","Aue","DE","","9933","","-32768","-32768","","","","t","","t","","1952","Sachsen","58","f","200","f","101","S","Landestalsperrenverwaltung Sachsen","","U",""," -","R","5940","390","18","L","Hoch-,Ing.-u. Tiefbau Dresden","Bauunion Dresden - Süd","","","","","",
"DDE0028","CRANZAHL","-32768","-32768","0","-32768","-32768","0","0","350","3080","Annaberg","DE","","10062","","-32768","-32768","","","","t","","t","","1952","Sachsen","36","f","428","f","335","S","Landestalsperrenverwaltung Sachsen","","U","","ie","S","3080","350","14","L","Wasserversorgungsverb. Nordwestsachs.","Hoch- u. Tiefbau/Schneider KG, Riesa","","","","","",
"DDE0029","WIPPRA","-32768","-32768","0","-32768","-32768","0","0","280","2000","Heltstedt","DE","","11944","","-32768","-32768","","","","t","","t","","1952","Sachsen - Anhalt","25","f","126","f","19","SH","Land Sachsen - Anhalt","","U",""," -","R","2000","280","50","L","Wasserverband Ostharz","Bauunion Halle","","","","","",
"DDE0030","IBERG","-32768","-32768","0","-32768","-32768","0","0","30","1340","Nordhausen","DE","","9992","","-32768","-32768","","","","t","","t","","1952","Thüringen","17","f","195","f","93","CI","Thüringer Fernwasserversorgung","","U","","ie","S","1340","30","8","L","Talsperrenbauamt Stolberg / Harz","Mitteldeutsche Bauunion","","","","","",
"DDE0031","RADEBURG II","-32768","-32768","0","-32768","-32768","0","0","2780","9350","Grossenhain","DE","","9069","","-32768","-32768","","","","t","","t","","1953","Sachsen","12","f","1775","f","135","CS","Landestalsperrenverwaltung Sachsen","","R","","ie","S","9350","2780","10","L","Röderverband Grossenhain","Bauunion Dresden - Süd","","","","","",
"DDE0033","STOLLBERG","-32768","-32768","0","-32768","-32768","0","0","160","1142","Stollberg / Erzgebirge","DE","","10854","","-32768","-32768","","","","t","","t","","1954","Sachsen","27","f","330","f","205","S","Landestalsperrenverwaltung Sachsen","","U","","ie","S","1142","160","14","L","Wasserw. Mulde, Entw.-Gruppe Plauen","Bauunion Naumburg","","","","","",
"DDE0034","WEIDA","-32768","-32768","0","-32768","-32768","0","0","930","10680","Zeulenroda","DE","","11917","","-32768","-32768","","","","t","","t","","1955","Thüringen","33","f","167","f","40","SC","Thüringer Fernwasserversorgung","approx.number of people","U",""," -","R","10680","930","125","L/V","Weisse - Elster - Verband Gera","Talsperrenbau Weimar, Bauunion Naumburg, Schachtbau Nordhausen","","","","","",
"DDE0035","KÖNIGSHÜTTE","-32768","-32768","0","-32768","-32768","0","0","290","1200","Wernigerode","DE","","8539","","-32768","-32768","","","","t","","t","","1956","Sachsen - Anhalt","18","f","108","f","14","S","Land Sachsen - Anhalt","","U",""," -","R","1200","290","238","L/V","Projektierung Wasserwirtschaft Bode/H.","Talsperrenbau Weimar","","","","","",
"DDE0036","KALTE BODE","-32768","-32768","0","-32768","-32768","0","0","590","4470","Wernigerode","DE","","9825","","-32768","-32768","","","","t","","t","","1957","Sachsen - Anhalt","26","f","224","f","197","C","Land Sachsen - Anhalt","","U","","ie","R","4470","590","105","L/V","Projektierung Wasserwirtschaft Bode/H.","Talsperrenbau Weimar","","","","","",
"DDE0037","RAPPBODE","10.89","51.74","0","-32768","-32768","0","0","3900","109080","Wernigerode","DE","","10879","","-32768","-32768","","","","t","","t","","1959","Sachsen - Anhalt","106","f","415","f","857","SH","Land Sachsen - Anhalt","","U",""," -","R","109080","3900","202","L/V","Projektierung Wasserwirtschaft Bode/H.","Talsperrenbau Weimar","","","","","",
"DDE0038","STRAUSSFURT","-32768","-32768","0","-32768","-32768","0","0","9040","26000","Sömmerda","DE","","11715","","-32768","-32768","","","","t","","t","","1961","Thüringen","13","f","1930","f","280","C","Thüringer Fernwasserversorgung","","U","","h","S","26000","9040","400","L","Projektierung Wasserwirtschaft  Erfurt","Talsperrenbau Weimar","","","","","",
"DDE0039","BUSCHBACH","-32768","-32768","0","-32768","-32768","0","0","350","2400","Pirna","DE","","8660","","-32768","-32768","","","","t","","t","","1963","Sachsen","23","f","230","f","166","C","Landestalsperrenverwaltung Sachsen","","U","","ie","S","2400","350","170","L","Projektierung Wasserwirtschaft Dresden","SBK Wasserbau / Talsperrenbau Weimar","","","","","",
"DDE0040","PÖHL","-32768","-32768","0","-32768","-32768","0","0","3866","61980","Plauen i. V.","DE","","11648","","-32768","-32768","","","","t","","t","","1964","Sachsen","59","f","312","f","160","SCHR","Landestalsperrenverwaltung Sachsen","","U",""," -","R","61980","3866","147","L","Projekt. Wasserwirtschaft Halle/Dresden","SBK Wasserbau/Talsperrenbau Weimar","","","","","",
"DDE0041","SPREMBERG","4.71","57.43","0","-32768","-32768","0","0","9330","42700","Spremberg","DE","","11390","","-32768","-32768","","","","t","","t","","1965","Brandenburg","20","f","3700","f","1100","SCIR","Land Brandenburg","","U","","ie","S","42700","9330","215","V","Projekt. Wasserwirtschaft Magdeburg","SBK Wasserbau /Ing.-u. Erdbau Ebersw.","","","","","",
"DDE0042","MORDGRUNDBACH","-32768","-32768","0","-32768","-32768","0","0","140","1260","Pirna","DE","","10440","","-32768","-32768","","","","t","","t","","1966","Sachsen","27","f","220","f","244","CI","Landestalsperrenverwaltung Sachsen","","U","","ie","R","1260","140","80","L","Projektierung Wasserwirtschaft Dresden","SBK Wasserbau /Talsperrenbau Weimar","","","","","",
"DDE0043","LIEBSTADT","-32768","-32768","0","-32768","-32768","0","0","130","1100","Pirna","DE","","11227","","-32768","-32768","","","","t","","t","","1967","Sachsen","24","f","210","f","167","CI","Landestalsperrenverwaltung Sachsen","","U","","ie","S","1100","130","44","L","Projektierung Wasserwirtschaft Dresden","SBK Wasserbau/Talsperrenbau Weimar","","","","","",
