noeea,name,x_icold,y_icold,score,x_prop,y_prop,x_val,y_val,area,cap_total,ic_city,country,lake_name,river_id,river_name,year_opp,year_dead,comments,valid,ic_continent,is_main,noeea_m,is_icold,alias,ic_year,ic_state,ic_high,ic_high_guessed,ic_length,ic_length_guessed,ic_vol,ic_purpose,ic_owner,ic_note,ic_particular,ic_international,ic_sealing,ic_foundation,ic_capacity,ic_area,ic_spill,ic_type_spill,ic_engineer,ic_contractor,ic_p_mw,ic_e_whpyear,ic_irrigation,ic_floodstock,ic_settlement,
"DCZ0029","HUSINEC","-32768","-32768","0","-32768","-32768","0","0","570","5640","Prachatice","CZ","","8531","","-32768","-32768","","","","t","","t","","1939","South Bohemia","34","f","197","f","70","SIH","Povodi Vltavy, a.s.","","","","","R","5640","570","208","L","Zemsky urad Praha","Ent.Ing.Sterba - Beroun","","","","","",
"DCZ0030","JAHODNICE","-32768","-32768","0","-32768","-32768","0","0","62","210","Jicin","CZ","","11704","","-32768","-32768","","","","t","","t","","1964","East Bohemia","15","f","87","f","11","C","Statni melioracni sprava","","","","h","S","210","62","15","L","Stavoprojekt Hradec Kralove","KPZM Holice v Cechach","","","","","",
"DCZ0031","JANOV","-32768","-32768","0","-32768","-32768","0","0","100","1670","Most","CZ","","9619","","-32768","-32768","","","","t","","t","","1914","North Bohemia","53","f","225","f","115","S","Povodi Ohre, a.s.","","","","","R","1670","100","11","L","Mr.prof.Ing.Dr.Weyrauch","Ent.Berndt,Schwarzer,Wurm -Most","","","","","",
"DCZ0032","JESENICE","-32768","-32768","0","-32768","-32768","0","0","7600","60150","Cheb","CZ","","10586","","-32768","-32768","","","","t","","t","","1961","West Bohemia","22","f","753","f","435","CHRS","Povodi Ohre, a.s.","","","","fe","S","60150","7600","167","L","Hydroprojekt Praha","Vodni stavby","","","","","",
"DCZ0033","JEVISOVICE","-32768","-32768","0","-32768","-32768","0","0","100","652","Znojmo","CZ","","9783","","-32768","-32768","","","","t","","t","","1896","South Moravia","25","f","122","f","12","CSI","Povodi Moravy, a.s.","","","","","R","652","100","86","L","Moravsky zemsky vybor","Ent.Zeman a Strnad  Ent.Rella Wien","","","","","",
"DCZ0034","JEZERI","-32768","-32768","0","-32768","-32768","0","0","6","55","Jirkov","CZ","","10445","","-32768","-32768","","","","t","","t","","1904","North Bohemia","23","f","86","f","9","S","Povodi Ohre, a.s.","","","","","R","55","6","25","L","Mr.Ing.Muller","Ent.Rella Wien","","","","","",
"DCZ0035","JIRKOV","-32768","-32768","0","-32768","-32768","0","0","170","2770","Jirkov","CZ","","8505","","-32768","-32768","","","","t","","t","","1965","North Bohemia","56","f","190","f","362","SC","Povodi Ohre, a.s.","","","","fe","R/S","2770","170","116","L","Hydroprojekt Praha ","Vodni stavby","","","","","",
"DCZ0036","JORDAN","-32768","-32768","0","-32768","-32768","0","0","500","3000","Tabor","CZ","","9973","","-32768","-32768","","","","t","","t","","1492","South Bohemia","18","f","300","f","","S","Vodovody a kanalizace Jizni Cechy divize Tabor","","","","h","R/S","3000","500","","V","","","","","","","",
"DCZ0037","JOSEFUV DUL","-32768","-32768","0","-32768","-32768","0","0","1400","24630","Jablonec n. Nisou","CZ","","9828","","-32768","-32768","","","","t","","t","","1982","North Bohemia","44","f","360","f","793","S","Povodi Labe, a.s.","","","","fa","S/R","24630","1400","100","L","Hydroprojekt Praha","Vodni stavby","","","","","",
"DCZ0038","JOSEFUV DUL s.e.","-32768","-32768","0","-32768","-32768","0","0","","","Jablonec n. Nisou","CZ","","9828","","-32768","-32768","","","","t","","t","","1982","North Bohemia","22","f","360","f","147","S","Povodi Labe, a.s.","","","","fa","S/R","","","","","Hydroprojekt Praha","Vodni stavby","","","","","",
"DCZ0039","KADAN","-32768","-32768","0","-32768","-32768","0","0","650","2750","Kadan","CZ","","10599","","-32768","-32768","","","","t","","t","","1971","North Bohemia","18","f","104","f","20","HRS","Povodi Ohre, a.s.","","","","","R","2750","650","758","V","Hydroprojekt Praha","Vodni stavby","","","","","",
"DCZ0040","KAMENICKA","-32768","-32768","0","-32768","-32768","0","0","60","714","Chomutov","CZ","","9829","","-32768","-32768","","","","t","","t","","1904","North Bohemia","44","f","153","f","42","S","Povodi Ohre, a.s.                                      ","","","","","R","714","60","24","L","Rumpel a Niklas","G.A. WAYS a CIE","","","","","",
"DCZ0041","KAMYK","-32768","-32768","0","-32768","-32768","0","0","1950","12800","Pribram","CZ","","11878","","-32768","-32768","","","","t","","t","","1963","Central Bohemia","24","f","186","f","100","H","Povodi Vltavy, a.s.","","","","","R","12800","1950","2000","V","Hydroprojekt Praha ","Vodni stavby","","","","","",
"DCZ0042","KAROLINKA","-32768","-32768","0","-32768","-32768","0","0","510","6970","Vsetin","CZ","","11399","","-32768","-32768","","","","t","","t","","1984","North Moravia","35","f","390","f","1050","S","Povodi Moravy, a.s.","","","","ie","R/S","6970","510","76","L","Hydroprojekt Praha zavod Brno","Ingstav Brno","","","","","",
"DCZ0043","KLABAVA","-32768","-32768","0","-32768","-32768","0","0","150","1250","Rokycany","CZ","","9930","","-32768","-32768","","","","t","","t","","1957","West Bohemia","15","f","404","f","120","CS","Povodi Vltavy, a.s.","","","","h","S","1250","150","246","L","Banske projekty Praha","","","","","","",
"DCZ0044","KLICAVA","-32768","-32768","0","-32768","-32768","0","0","640","8900","Rakovnik","CZ","","9939","","-32768","-32768","","","","t","","t","","1955","Central Bohemia","50","f","176","f","89","SC","Povodi Vltavy, a.s.","","","","","R","8900","640","159","L","KNV Praha","Vodni stavby","","","","","",
"DCZ0045","KORYCANY","-32768","-32768","0","-32768","-32768","0","0","330","2280","Kyjov","CZ","","11433","","-32768","-32768","","","","t","","t","","1957","South Moravia","25","f","179","f","159","SC","Povodi Moravy, a.s.","","","","ie","S","2280","330","34","L","Hydroprojekt Praha zavod Brno","Ingstav Brno","","","","","",
"DCZ0046","KOZICHOVICE","-32768","-32768","0","-32768","-32768","0","0","140","618","Trebic","CZ","","10318","","-32768","-32768","","","","t","","t","","1985","South Moravia","19","f","300","f","105","I","Statni melioracni sprava Trebic","","","","ie","R/S","618","140","26","L","Hydroprojekt Praha zavod Brno","Vodohosp. stavby Znojmo","","","","","",
"DCZ0047","KRIMOV","-32768","-32768","0","-32768","-32768","0","0","100","1480","Chomutov","CZ","","9995","","-32768","-32768","","","","t","","t","","1959","North Bohemia","48","f","210","f","104","SC","Povodi Ohre, a.s.","","","","","R","1480","100","49","L","Hydroprojekt Praha","Vodni stavby","","","","","",
"DCZ0048","KRIZANOVICE","-32768","-32768","0","-32768","-32768","0","0","320","2040","Chrudim","CZ","","8858","","-32768","-32768","","","","t","","t","","1953","East Bohemia","28","f","138","f","40","HS","Povodi Labe, a.s.","","","","","R","2040","320","241","V","Hydroprojekt Praha","Vodni stavby","","","","","",
"DCZ0049","KRUZBERK","-32768","-32768","0","-32768","-32768","0","0","2870","35560","Opava","CZ","","10437","","-32768","-32768","","","","t","","t","","1956","North Moravia","42","f","280","f","90","SH","Povodi Odry, a.s.","","","","","R","35560","2870","719","V","Hydroprojekt Praha zavod Brno","Ingstav Brno","","","","","",
"DCZ0050","LABSKA","-32768","-32768","0","-32768","-32768","0","0","280","2590","Vrchlabi","CZ","","10038","","-32768","-32768","","","","t","","t","","1916","East Bohemia","41","f","154","f","50","C","Povodi Labe, a.s.","","","","","R","2590","280","360","L","Zemsky spravni vybor Praha","Ent.Redlich Berge - Wien","","","","","",
"DCZ0051","LANDSTEJN","-32768","-32768","0","-32768","-32768","0","0","380","3024","Dacice","CZ","","10842","","-32768","-32768","","","","t","","t","","1974","South Bohemia","27","f","376","f","250","S","Povodi Moravy, a.s.","","","","fp","S","3024","380","14","L","Vodni stavby Praha","Vodni stavby","","","","","",
"DCZ0052","LAZ","-32768","-32768","0","-32768","-32768","0","0","160","805","Pribram","CZ","","10169","","-32768","-32768","","","","t","","t","","1850","Central Bohemia","15","f","240","f","40","S","Povodi Vltavy, a.s.","","","","h","S","805","160","26","V","","","","","","","",
"DCZ0053","LES KRALOVSTVI","-32768","-32768","0","-32768","-32768","0","0","580","8170","Dvur Kralove","CZ","","10038","","-32768","-32768","","","","t","","t","","1919","East Bohemia","45","f","224","f","95","SH","Povodi Labe, a.s.","","","","","R","8170","580","330","L","Zemsky spravni vybor Praha","Ent.J.V.Velflik","","","","","",
"DCZ0054","LETOVICE","-32768","-32768","0","-32768","-32768","0","0","1040","10575","Letovice","CZ","","9993","","-32768","-32768","","","","t","","t","","1976","South Moravia","29","f","126","f","186","S","Povodi Moravy, a.s.","","","","ie","S/R","10575","1040","57","L","Hydroprojekt Praha zavod Brno","Ingstav Brno","","","","","",
"DCZ0055","LIPNO 1","-32768","-32768","0","-32768","-32768","0","0","48700","306000","Cesky Krumlov","CZ","","11878","","-32768","-32768","","","","t","","t","","1960","South Bohemia","42","f","282","f","330","H","Povodi Vltavy, a.s.","","","","ie","R/S","306000","48700","312","V","Hydroprojekt Praha","Vodni stavby","","","","","",
"DCZ0056","LIPNO 2","-32768","-32768","0","-32768","-32768","0","0","450","1690","Cesky Krumlov","CZ","","11878","","-32768","-32768","","","","t","","t","","1960","South Bohemia","16","f","224","f","25","H","Povodi Vltavy, a.s.","","","","ie","R/S","1690","450","353","V","Hydroprojekt Praha","Vodni stavby","","","","","",
"DCZ0057","LOBNIK","-32768","-32768","0","-32768","-32768","0","0","170","1220","Opava ","CZ","","10190","","-32768","-32768","","","","t","","t","","1955","North Moravia","20","f","210","f","190","C","Povodi Odry, a.s.","","","","h","S","1220","170","122","L","Hydroprojekt Praha zavod Brno","Ingstav Brno","","","","","",
"DCZ0058","LOUPNICE","-32768","-32768","0","-32768","-32768","0","0","270","1040","Janov","CZ","","10218","","-32768","-32768","","","","t","","t","","1959","North Bohemia","15","f","890","f","145","S","Doly a upravny Komorany","","","","ie","S","1040","270","","L","","","","","","","",
"DCZ0059","LUCINA","-32768","-32768","0","-32768","-32768","0","0","740","4611","Tachov","CZ","","10486","","-32768","-32768","","","","t","","t","","1975","West Bohemia","21","f","173","f","75","S","Povodi Vltavy, a.s.","","","","fc","R/S","4611","740","75","L","Hydroprojekt Praha ","Vodni stavby","","","","","",
"DCZ0060","LUDKOVICE","-32768","-32768","0","-32768","-32768","0","0","120","583","Luhacovice (Zlin)","CZ","","10234","","-32768","-32768","","","","t","","t","","1968","South Moravia","18","f","181","f","98","S","Povodi Moravy, a.s.","","","","fe","S","583","120","47","L","Hydroprojekt Praha zavod Brno","Ingstav Brno","","","","","",
"DCZ0061","LUHACOVICE","-32768","-32768","0","-32768","-32768","0","0","360","2141","Luhacovice (Zlin)","CZ","","10237","","-32768","-32768","","","","t","","t","","1930","South Moravia","19","f","240","f","106","CS","Povodi Moravy, a.s.","","","","h","S","2141","360","173","L","Zemedelska tech. stavebni sprava","Zemedelska tech. stavebni sprava","","","","","",
"DCZ0062","MACHOVO JEZERO","-32768","-32768","0","-32768","-32768","0","0","2840","5470","Doksy","CZ","","11035","","-32768","-32768","","","","t","","t","","1272","North Bohemia","10","f","209","f","670","RFS","Rybarstvi Chlumec nad Cidlinou","","","","h","S","5470","2840","12","L","","","","","","","",
"DCZ0063","MARIANSKE LAZNE","-32768","-32768","0","-32768","-32768","0","0","43","280","Marianske Lazne","CZ","","9831","","-32768","-32768","","","","t","","t","","1896","West Bohemia","20","f","116","f","46","S","Povodi Ohre, a.s.","","","","","R","280","43","10","L","Mest. stavebni sprava Mar. Lazne","Ent.Ing.Krebbs Praha","","","","","",
"DCZ0064","MLYNICE","-32768","-32768","0","-32768","-32768","0","0","40","210","Liberec","CZ","","8113","","-32768","-32768","","","","t","","t","","1906","North Bohemia","22","f","159","f","16","SC","Povodi Labe, a.s.","","","","","R","210","40","24","L","Mr.prof.Ing.Dr.Intze","Ent.Rela Wien","","","","","",
"DCZ0065","MOHELNO","-32768","-32768","0","-32768","-32768","0","0","1180","17100","Trebic","CZ","","9785","","-32768","-32768","","","","t","","t","","1978","South Moravia","49","f","185","f","90","HS","CEZ, a.s.  Vodni elektrarny","","","","","R","17100","1180","315","V","Hydroprojekt Praha zavod Brno","Ingstav Brno","","","","","",
"DCZ0066","MORAVKA","-32768","-32768","0","-32768","-32768","0","0","750","10130","Frydek-Mistek","CZ","","10439","","-32768","-32768","","","","t","","t","","1966","North Moravia","39","f","396","f","652","SC","Povodi Odry, a.s.","","","","fa","S/R","10130","750","96","L","Hydroprojekt Praha zavod Brno","Ingstav Brno","","","","","",
"DCZ0067","MOSTISTE","-32768","-32768","0","-32768","-32768","0","0","880","10993","Velke Mezirici","CZ","","10655","","-32768","-32768","","","","t","","t","","1961","South Moravia","36","f","341","f","316","SCIH","Povodi Moravy, a.s.","","","","ie","S/R","10993","880","148","L","Hydroprojekt Praha","Ingstav Brno","","","","","",
"DCZ0068","MSENO","-32768","-32768","0","-32768","-32768","0","0","400","2810","Jablonec nad Nisou","CZ","","10463","","-32768","-32768","","","","t","","t","","1908","North Bohemia","21","f","425","f","43","SC","Povodi Labe, a.s.","","","","","R","2810","400","24","L","Mr.prof.Ing.Dr.Intze M.prof.Holz","Ent.F.Schon Praha","","","","","",
"DCZ0069","NECHRANICE","-32768","-32768","0","-32768","-32768","0","0","1338","287562","Chomutov","CZ","","10599","","-32768","-32768","","","","t","","t","","1968","North Bohemia","52","f","3280","f","8600","CHIRS","Povodi Ohre, a.s.","","","","fe","S","287562","1338","1055","V","Hydroprojekt Praha","Vodni stavby","","","","","",
"DCZ0070","NEMCICE","-32768","-32768","0","-32768","-32768","0","0","150","850","Benesov","CZ","","11216","","-32768","-32768","","","","t","","t","","1975","Central Bohemia","17","f","165","f","30","C","Povodi Vltavy, a.s.","","","","ie","S","850","150","70","L","Hydroprojekt Praha","Metrostav","","","","","",
"DCZ0071","NEMILKA","-32768","-32768","0","-32768","-32768","0","0","200","1230","Zabreh","CZ","","10518","","-32768","-32768","","","","t","","t","","1972","North Moravia","16","f","141","f","62","S","Sumperska provozni vodohospodarska spol.","","","","ie","S","1230","200","49","L","Hydroprojekt Praha zavod Brno","Ingstav Brno","","","","","",
"DCZ0072","NOVA RISE","-32768","-32768","0","-32768","-32768","0","0","450","2540","Jihlava","CZ","","10618","","-32768","-32768","","","","t","","t","","1985","South Moravia","18","f","226","f","122","S","Povodi Moravy, a.s.","","","","ie","S","2540","450","14","L","Hydroprojekt Praha zavod Brno","Ingstav Brno","","","","","",
"DCZ0073","NOVE MLYNY","-32768","-32768","0","-32768","-32768","0","0","33930","133956","Breclav","CZ","","9151","","-32768","-32768","","","","t","","t","","1989","South Moravia","10","f","37615","f","3807","CIRH","Povodi Moravy, a.s.","","","","ie","S","133956","33930","1770","V","Hydroprojekt Praha zavod Brno","Ingstav Brno","","","","","",
"DCZ0074","NYRSKO","-32768","-32768","0","-32768","-32768","0","0","142","20800","Klatovy","CZ","","11700","","-32768","-32768","","","","t","","t","","1969","West Bohemia","36","f","337","f","514","SC","Povodi Vltavy, a.s.","","","","fe ","S","20800","142","97","L","Hydroprojekt Praha ","Vodni stavby","","","","","",
"DCZ0075","OBECNICE","-32768","-32768","0","-32768","-32768","0","0","112","543","Pribram","CZ","","10575","","-32768","-32768","","","","t","","t","","1966","Central Bohemia","16","f","370","f","100","S","Povodi Vltavy, a.s.","","","","ip","S","543","112","30","L","Hydroprojekt Praha","Vodni stavby","","","","","",
"DCZ0076","OLESNA","-32768","-32768","0","-32768","-32768","0","0","760","3500","Frydek-Mistek","CZ","","10612","","-32768","-32768","","","","t","","t","","1964","North Moravia","16","f","394","f","141","SC","Povodi Odry, a.s.","","","","ie","S","3500","760","96","L","Hydroprojekt Praha zavod Brno","Inzenyrsko prumyslove stavby","","","","","",
"DCZ0077","OPATOVICE","-32768","-32768","0","-32768","-32768","0","0","680","9384","Vyskov","CZ","","10281","","-32768","-32768","","","","t","","t","","1973","South Moravia","45","f","177","f","239","SC","Povodi Moravy, a.s.","","","","ie","R/S","9384","680","48","L","Hydroprojekt Praha zavod Brno","Ingstav Brno","","","","","",
"DCZ0078","ORLIK","-32768","-32768","0","-32768","-32768","0","0","27320","716500","Pribram","CZ","","11878","","-32768","-32768","","","","t","","t","","1963","Central Bohemia","91","f","450","f","1030","H","Povodi Vltavy, a.s.","","","","","R","716500","27320","2555","V","Hydroprojekt Praha","Vodni stavby","","","","","",
"DCZ0079","PARIZOV","-32768","-32768","0","-32768","-32768","0","0","190","1620","Caslav","CZ","","9100","","-32768","-32768","","","","t","","t","","1913","East Bohemia","31","f","142","f","36","SC","Povodi Labe, a.s.","","","","","R","1620","190","187","L","Zemsky spravni vybor Praha","Ent.Kricka Dvorak","","","","","",
"DCZ0080","PASTVINY","-32768","-32768","0","-32768","-32768","0","0","980","9000","Usti nad Orlici","CZ","","9064","","-32768","-32768","","","","t","","t","","1939","East Bohemia","43","f","193","f","73","CH","Povodi Labe, a.s.","","","","","R","9000","980","252","L","Zemsky urad Praha","Ent. M. Pazout - Praha","","","","","",
"DCZ0081","PLUMLOV","-32768","-32768","0","-32768","-32768","0","0","570","4712","Prostejov","CZ","","9668","","-32768","-32768","","","","t","","t","","1932","South Moravia","18","f","446","f","255","CSR","Povodi Moravy, a.s.","","","","fe","S","4712","570","192","L","Zemedelska tech. stavebni sprava","Zemedelska tech. stavebni sprava","","","","","",
"DCZ0082","PRIBRAM","-32768","-32768","0","-32768","-32768","0","0","160","1600","Pribram","CZ","","10759","","-32768","-32768","","","","t","","t","","1853","Central Bohenia","18","f","396","f","200","S","Povodi Vltavy, a.s.","","","","ie","S","1600","160","31","L","Hydroprojekt Praha","Vodni stavby","","","","","",
"DCZ0083","PRISECNICE","-32768","-32768","0","-32768","-32768","0","0","3610","54960","Vejprty","CZ","","10832","","-32768","-32768","","","","t","","t","","1975","North Bohemia","58","f","470","f","1147","S","Povodi Ohre, a.s.","","","","ie","R/S","54960","3610","37","L","Hydroprojekt Praha ","Vodni stavby","","","","","",
"DCZ0084","RIMOV","-32768","-32768","0","-32768","-32768","0","0","2110","33637","Ceske Budejovice","CZ","","10286","","-32768","-32768","","","","t","","t","","1978","South Bohemia","48","f","290","f","492","S","Povodi Vltavy, a.s.","","","","ie","S/R","33637","2110","156","V","Hydroprojekt Praha ","Vodni stavby","","","","","",
"DCZ0085","ROZKOS","-32768","-32768","0","-32768","-32768","0","0","10010","76150","Ceska Skalice","CZ","","11070","","-32768","-32768","","","","t","","t","","1970","East Bohemia","21","f","412","f","158","IC","Povodi Labe, a.s.","","","","ie","R/S","76150","10010","32","no spillway","Hydroprojekt Praha","Ingstav Brno","","","","","",
"DCZ0086","ROZMBERK","-32768","-32768","0","-32768","-32768","0","0","4890","13800","Trebon","CZ","","10250","","-32768","-32768","","","","t","","t","","1590","South Bohemia","11","f","2340","f","750","CH","Rybarstvi Trebon, a.s.","","","","h","S","13800","4890","","L","Mr.Jakub Krcin z Jelcan","Rozmberske panstvi","","","","","",
"DCZ0087","RYZMBURK","-32768","-32768","0","-32768","-32768","0","0","115","764","Zruc nad Sazavou","CZ","","11104","","-32768","-32768","","","","t","","t","","1972","Central Bohemia","25","f","211","f","208","S","Prazske vodarny, s.p.","","","","fe","S","764","115","21","L","Hydroprojekt Praha","Vodni stavby","","","","","",
"DCZ0088","SANCE","-32768","-32768","0","-32768","-32768","0","0","3040","45480","Frydek-Mistek","CZ","","10659","","-32768","-32768","","","","t","","t","","1971","North Moravia","65","f","342","f","1340","SC","Povodi Odry, a.s.","","","","ie","R/S","45480","3040","73","L","Hydroprojekt Praha zavod Brno","Ingstav Brno","","","","","",
"DCZ0089","SEC","-32768","-32768","0","-32768","-32768","0","0","1940","17500","Chrudim","CZ","","8858","","-32768","-32768","","","","t","","t","","1934","East Bohemia","37","f","160","f","75","SH","Povodi Labe, a.s.","","","","","R","17500","1940","257","L","Zemsky urad Praha","Ent.V.Dvorak","","","","","",
"DCZ0090","SEDLICE","-32768","-32768","0","-32768","-32768","0","0","350","1870","Humpolec","CZ","","12005","","-32768","-32768","","","","t","","t","","1927","South Bohemia","27","f","118","f","20","H","Povodi Vltavy, a.s.","","","","","R","1870","350","195","L","Zemsky spravni vybor Praha","Ent.Hlava,Kratochvil - Praha","","","","","",
"DCZ0091","SKALKA","-32768","-32768","0","-32768","-32768","0","0","3870","19555","Cheb","CZ","","10599","","-32768","-32768","","","","t","","t","","1964","West Bohemia","17","f","115","f","27","CHRS","Povodi Ohre, a.s.","","","","fc","S/R","19555","3870","325","V","Hydroprojekt Praha","Vodni stavby","","","","","",
"DCZ0092","SLAPY","-32768","-32768","0","-32768","-32768","0","0","13920","269300","Praha","CZ","","11878","","-32768","-32768","","","","t","","t","","1957","Central Bohemia","70","f","260","f","347","HR","Povodi Vltavy, a.s.","","","","","R","269300","13920","3362","V","Hydroprojekt Praha","Vodni stavby","","","","","",
"DCZ0093","SLEZSKA HARTA","-32768","-32768","0","-32768","-32768","0","0","9430","217500","Bruntal","CZ","","10437","","-32768","-32768","","","","t","","t","","1997","North Moravia","65","f","540","f","2528","SC","Povodi Odry, a.s.","","C","","ie","R/S","217500","9430","","L","Aquatis Brno","Ingstav Opava","","","","","",
"DCZ0094","SLUSOVICE","-32768","-32768","0","-32768","-32768","0","0","720","8812","Zlin","CZ","","9121","","-32768","-32768","","","","t","","t","","1976","South Moravia","30","f","562","f","940","S","Povodi Moravy, a.s.","","","","ie","S","8812","720","117","L","Hydroprojekt Praha zavod Brno","Ingstav Brno","","","","","",
"DCZ0095","SOUS","-32768","-32768","0","-32768","-32768","0","0","970","6920","Jablonec nad Nisou","CZ","","8805","","-32768","-32768","","","","t","","t","","1915","North Bohemia","23","f","204","f","211","SC","Povodi Labe, a.s.","","","","fe","S","6920","970","134","L","Zemsky spravni vybor Praha","Ent.F.Schon - Praha","","","","","",
"DCZ0096","STANKOVSKY RYBNIK","-32768","-32768","0","-32768","-32768","0","0","2140","6400","Trebon","CZ","","9977","","-32768","-32768","","","","t","","t","","1549","South Bohemia","15","f","190","f","92","CR","Rybarstvi Trebon, a.s.","","","","h","R","6400","2140","8","L","Maluska z Litschau","Volf Krajir z Krajku","","","","","",
"DCZ0097","STANOVICE","-32768","-32768","0","-32768","-32768","0","0","1420","27800","Karlovy Vary","CZ","","10205","","-32768","-32768","","","","t","","t","","1978","West Bohemia","63","f","258","f","800","CHS","Povodi Ohre, a.s.","","","","fa","R/S","27800","1420","221","L","Hydroprojekt Praha","Vodni stavby","","","","","",
"DCZ0098","STECHOVICE","-32768","-32768","0","-32768","-32768","0","0","1150","11200","Praha","CZ","","11878","","-32768","-32768","","","","t","","t","","1945","Central Bohemia","20","f","122","f","180","HN","Povodi Vltavy, a.s.","","","","","R","11200","1150","2400","V","Reditelstvi vodnich cest Praha","Ent.Hlava,Lanna , Ent.Domansky,Kresa","","","","","",
"DCZ0099","STREKOV","-32768","-32768","0","-32768","-32768","0","0","3100","10960","Usti nad Labem","CZ","","10038","","-32768","-32768","","","","t","","t","","1934","North Bohemia","17","f","230","f","70","HN","Povodi Labe, a.s.","","","","","R","10960","3100","5500","V","Zemsky urad Praha","Ent.Nejedly Rehak - Praha","","","","","",
"DCZ0100","SUCHOMASTY","-32768","-32768","0","-32768","-32768","0","0","90","410","Beroun","CZ","","11440","","-32768","-32768","","","","t","","t","","1960","Central Bohemia","16","f","90","f","32","S","Povodi Vltavy, a.s.","","","","h","S","410","90","32","L","Hydroprojekt Praha","Vodni stavby","","","","","",
"DCZ0101","SVIHOV","-32768","-32768","0","-32768","-32768","0","0","14320","266040","Zruc nad Sazavou","CZ","","12005","","-32768","-32768","","","","t","","t","","1975","Central Bohemia","58","f","850","f","2340","S","Povodi Vltavy, a.s.","","","","ie","S/R","266040","14320","590","L","Hydroprojekt Praha","Metrostav","","","","","",
"DCZ0102","TATROVICE","-32768","-32768","0","-32768","-32768","0","0","240","1165","Sokolov","CZ","","11519","","-32768","-32768","","","","t","","t","","1970","West Bohemia","28","f","200","f","208","S","Sokolovska uhelna, a.s. ","","","","fe","S","1165","240","21","L","Hydroprojekt Praha ","Inzenyrsko prumyslove stavby Praha","","","","","",
"DCZ0103","TERLICKO","-32768","-32768","0","-32768","-32768","0","0","2510","24350","Havirov","CZ","","11414","","-32768","-32768","","","","t","","t","","1962","North Moravia","28","f","617","f","770","SC","Povodi Odry, a.s.","","","","ie","S","24350","2510","147","L","Hydroprojekt Praha zavod Brno","Ingstav Brno","","","","","",
"DCZ0104","TESETICE","-32768","-32768","0","-32768","-32768","0","0","120","769","Znojmo","CZ","","11713","","-32768","-32768","","","","t","","t","","1983","South Moravia","15","f","154","f","72","I","Statni melioracni sprava Brno","","","","ie","S","769","120","17","L","Hydroprojekt Praha zavod Brno","Zemed. stavby Znojmo","","","","","",
"DCZ0105","TRNAVKA","-32768","-32768","0","-32768","-32768","0","0","840","5300","Humpolec","CZ","","11652","","-32768","-32768","","","","t","","t","","1982","East Bohemia","20","f","200","f","113","CS","Povodi Vltavy, a.s.","","","","ie","S","5300","840","230","V","Hydroprojekt Praha","Metrostav","","","","","",
"DCZ0106","UJEZD","-32768","-32768","0","-32768","-32768","0","0","1520","8400","Jirkov","CZ","","8505","","-32768","-32768","","","","t","","t","","1982","North Bohemia","17","f","1768","f","1500","CS","Povodi Ohre, a.s.","","","","ie/p","S","8400","1520","255","L","Hydroprojekt Praha","Vodni stavby","","","","","",
"DCZ0107","VELKA HOLNA","-32768","-32768","0","-32768","-32768","0","0","","5540","Kardasova Recice","CZ","","9673","","-32768","-32768","","","","t","","t","","1500","South Bohemia","12","f","282","f","75","RFS","Ing. Zbynek Zajic, Kaplice","","","","h","S","5540","","22","L","","","","","","","",
"DCZ0108","VELKY RYBNIK","-32768","-32768","0","-32768","-32768","0","0","100","300","Kutna Hora","CZ","","11898","","-32768","-32768","","","","t","","t","","1850","Central Bohemia","16","f","90","f","","R","Povodi Labe, a.s.","","","","h","R/S","300","100","102","L","","","","","","","",
"DCZ0109","VETRKOVICE","-32768","-32768","0","-32768","-32768","0","0","193","1090","Koprivnice","CZ","","11466","","-32768","-32768","","","","t","","t","","1976","North Moravia","15","f","460","f","180","SC","Energetika Tatra, a.s.","","","","ie","S","1090","193","4","L","Hydroprojekt Praha zavod Brno","Vodohosp. stavby Veseli nad Moravou","","","","","",
"DCZ0110","VIR 1","-32768","-32768","0","-32768","-32768","0","0","2120","53142","Bystrice n. Pernstejnem","CZ","","11469","","-32768","-32768","","","","t","","t","","1959","South Moravia","78","f","390","f","466","SHC","Povodi Moravy, a.s.","","","","","R","53142","2120","200","L","Vodohosp.kancelar Brno"," Ingstav Brno","","","","","",
"DCZ0111","VRANE","-32768","-32768","0","-32768","-32768","0","0","250","11100","Praha","CZ","","11878","","-32768","-32768","","","","t","","t","","1935","Central Bohemia","10","f","93","f","20","HN","Povodi Vltavy, a.s.","","","","","R","11100","250","2800","V","Reditelstvi vodnich cest Praha","Ent.Hlava,Domansky","","","","","",
"DCZ0112","VRANOV","-32768","-32768","0","-32768","-32768","0","0","762","122665","Znojmo","CZ","","9151","","-32768","-32768","","","","t","","t","","1939","South Moravia","59","f","290","f","226","CHS","Povodi Moravy, a.s.","","","","","R","122665","762","580","L","Moravsky zemsky stavebni urad","Ceskomoravska stav. spol. Ent. Lanna","","","","","",
"DCZ0113","VRCHLICE","-32768","-32768","0","-32768","-32768","0","0","940","7970","Kutna Hora","CZ","","11898","","-32768","-32768","","","","t","","t","","1970","Central Bohemia","40","f","168","f","32","SI","Povodi Labe, a.s.","","","","","R","7970","940","110","L","Hydroprojekt Praha","Vodni stavby","","","","","",
